0,009
0,018
0,027
0,036
0,045
0,054
0,063
0,072
0,081
0,09
0,099
0,108
0,117
0,126
0,135
0,144
0,153
0,162
0,171
0,18
0,189
0,198
0,207
0,216
0,225
0,234
0,243
0,252
0,261
0,27
0,279
0,288
0,297
0,306
0,315
0,324
0,333
0,342
0,351
0,36
0,369
0,378
0,387
0,396
0,405
0,414
0,423
0,432
0,441
0,45
0,459
0,468
0,477
0,486
0,495
0,504
0,513
0,522
0,531
0,54
0,549
0,558
0,567
0,576
0,585
0,594
0,603
0,612
0,621
0,63
0,639
0,648
0,657
0,666
0,675
0,684
0,693
0,702
0,711
0,72
0,729
0,738
0,747
0,756
0,765
0,774
0,783
0,792
0,801
0,81
0,819
0,828
0,837
0,846
0,855
0,864
0,873
0,882
0,891
